Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Dagapela,50045.72,50.05
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Tsirang,49552.6,49.55
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Zhemgang,50235.28,50.24
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Trongsa,51210.66,51.21
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Bumthang,51999.17,52
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Dagana,50512.88,50.51
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Lhamoizingkha,49459.14,49.46
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Dangdung,51841.41,51.84
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Panbang,50006.15,50.01
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Tingtibi,49605.69,49.61
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Gelephu Forest Checkpost,48035.58,48.04
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Sarpang,48379,48.38
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Dagapela,49721.96,49.72
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Tsirang,49241.35,49.24
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Zhemgang,49938.26,49.94
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Trongsa,50907.46,50.91
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Bumthang,51761.81,51.76
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Dagana,50212.77,50.21
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Lhamoizingkha,49042.64,49.04
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Dangdung,51478.08,51.48
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Panbang,49588.11,49.59
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Tingtibi,49216.56,49.22
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Samdrup Jongkhar,49030.02,49.03
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Nganglam,49030.02,49.03
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Wamrong,50276.31,50.28
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Trashigang,50701,50.7
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Trashiyangtse,51462.62,51.46
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Mongar,51681.43,51.68
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Gyelposing,51779.32,51.78
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Kanglung,50755.29,50.76
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Pemagatshel,50194.73,50.19
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Lhuntse,52257.11,52.26
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Jomotsangkha,47690.49,47.69
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Autsho,51928.49,51.93
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Doksum,50963.11,50.96
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Bhangtar,49602.33,49.6
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Rangjung,50937.92,50.94
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Samdrup Jongkhar,48639.19,48.64
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Nganglam,48639.19,48.64
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Wamrong,50017.6,50.02
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Trashigang,50332.76,50.33
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Trashiyangtse,51196.38,51.2
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Mongar,51374.23,51.37
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Gyelposing,51390.22,51.39
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Kanglung,50478.85,50.48
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Pemagatshel,49902.91,49.9
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Lhuntse,51915.24,51.92
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Jomotsangkha,47296.38,47.3
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Autsho,51567.79,51.57
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Doksum,50609,50.61
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Bhangtar,49198.48,49.2
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Rangjung,50600.76,50.6
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Samdrup Jongkhar Gate,48986.4,48.99
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Nganglam Potonala,49031.32,49.03
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Wamrong,50232.37,50.23
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Trashigang,50657.32,50.66
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Trashiyangtse,51418.69,51.42
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Mongar,51637.6,51.64
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Gyelposing,51735.69,51.74
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Kanglung,50711.39,50.71
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Pemagatshel,50150.87,50.15
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Lhuntse,52213.37,52.21
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Jomotsangkha,48986.4,48.99
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Autsho,51884.8,51.88
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Doksum,50919.4,50.92
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Bhangtar,49558.74,49.56
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-16,Rangjung,50894.17,50.89
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Samdrup Jongkhar Gate,48569.67,48.57
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Nganglam Potonala,48614.7,48.61
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Wamrong,49947.36,49.95
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Trashigang,50263.12,50.26
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Trashiyangtse,51126.18,51.13
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Mongar,51304.25,51.3
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Gyelposing,51320.69,51.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Kanglung,50408.71,50.41
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Pemagatshel,49832.85,49.83
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Lhuntse,51845.45,51.85
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Jomotsangkha,48569.67,48.57
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Autsho,51498.1,51.5
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Doksum,50539.28,50.54
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Bhangtar,49129.03,49.13
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-16,Rangjung,50530.94,50.53
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2020-06-16,Ramtokto,52207.31,52.21
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2020-06-16,Ramtokto,53013.72,53.01
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Phuentsholing,46501.94,46.5
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Rinchending,46582.4,46.58
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Pasakha,46636.04,46.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Chimakothi,47755.1,47.76
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lungtenzampa,48228.9,48.23
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Paro Town,48208.61,48.21
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Haa,48875.98,48.88
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Bajo Town,48561.15,48.56
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Beychu,48784.65,48.78
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Samtse Town,46403.41,46.4
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Sipsoo,47632.32,47.63
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gomtu,46362.35,46.36
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gedu,47342.24,47.34
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lobesa,48462.39,48.46
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Khuruthang,48542.85,48.54
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gasa,49675.27,49.68
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Phuentsholing,48036.46,48.04
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Rinchending,48107.56,48.11
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Pasakha,48170.56,48.17
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Chimakothi,49460.21,49.46
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lungtenzampa,49765.63,49.77
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Paro Town,49916.46,49.92
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Haa,50646.71,50.65
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Bajo Town,50176.24,50.18
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Beychu,50399.74,50.4
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Samtse Town,47937.68,47.94
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Sipsoo,49185.91,49.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gomtu,47896.52,47.9
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gedu,49050.44,49.05
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lobesa,50073.53,50.07
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Khuruthang,50153.99,50.15
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gasa,51432.43,51.43
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Phuentsholing,46490.94,46.49
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Rinchending,46571.4,46.57
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Pasakha,46625.04,46.63
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Chimakothi,47744,47.74
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Chubachu,48217.81,48.22
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Paro Shaba,48197.51,48.2
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Haa,48864.85,48.86
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Wangdue Zero Point,48550.1,48.55
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Beychu,48773.6,48.77
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Samtse Checkpost,46392.29,46.39
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Sipsoo,47621.31,47.62
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Pagli,46351.19,46.35
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Gedu,47331.14,47.33
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Mitsina,48460.7,48.46
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Khuruthang,48531.81,48.53
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Gasa,49664.15,49.66
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Dorokha,47220.48,47.22
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Langdru (Khasadrapchu),48065.83,48.07
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Phuentsholing,47982.93,47.98
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Rinchending,48063.39,48.06
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Pasakha,48117.03,48.12
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Chimakothi,49406.02,49.41
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Chubachu,49868.53,49.87
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Paro Shaba,49862.27,49.86
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Haa,50592.28,50.59
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Wangdue Zero Point,50122.4,50.12
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Beychu,50345.9,50.35
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Samtse Checkpost,47884.04,47.88
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Sipsoo,49132.31,49.13
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Pagli,47842.85,47.84
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Gedu,48996.24,49
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Mitsina,50033,50.03
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Khuruthang,50100.17,50.1
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Gasa,51378.05,51.38
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Dorokha,48793.8,48.79
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Langdru (Khasadrapchu),49716.55,49.72
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2020-06-01,Ramtokto,48119.47,48.12
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2020-06-01,Ramtokto,49770.19,49.77
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gelephu Town,44446.12,44.45
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Sarpang,44501.68,44.5
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Dagapela,46016.64,46.02
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Tsirang,45520.66,45.52
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Zhemgang,48613.89,48.61
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Trongsa,47606,47.61
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Bumthang,47950.33,47.95
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Dagana,46478.4,46.48
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lhamoizingkha,47507.29,47.51
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Dangdung,47821.39,47.82
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Panbang,45998.65,46
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Tingtibi,46168.28,46.17
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gelephu Town,44905.36,44.91
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Sarpang,44982.57,44.98
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Dagapela,46568.21,46.57
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Tsirang,46084.48,46.08
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Zhemgang,49191.63,49.19
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Trongsa,48177.69,48.18
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Bumthang,48586.49,48.59
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Dagana,47053.11,47.05
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lhamoizingkha,49043.52,49.04
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Dangdung,48334.21,48.33
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Panbang,46457.89,46.46
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Tingtibi,46655.82,46.66
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Gelephu Forest Checkpost,44398.96,44.4
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Sarpang,44715.17,44.72
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Dagapela,45969.23,45.97
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Tsirang,45473.21,45.47
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Zhemgang,46152.6,46.15
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Trongsa,47129.41,47.13
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Bumthang,47902.69,47.9
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Dagana,46430.92,46.43
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Lhamoizingkha,45404.12,45.4
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Dangdung,47774.08,47.77
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Panbang,45951.49,45.95
Central Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Tingtibi,45544.34,45.54
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Gelephu Forest Checkpost,44828.7,44.83
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Sarpang,45166.47,45.17
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Dagapela,46490.97,46.49
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Tsirang,46007.16,46.01
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Zhemgang,46700.43,46.7
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Trongsa,47671.21,47.67
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Bumthang,48508.73,48.51
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Dagana,46975.73,46.98
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Lhamoizingkha,45835.37,45.84
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Dangdung,48257.21,48.26
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Panbang,46381.23,46.38
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Tingtibi,46002.29,46
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Samdrup Jongkhar,44978.91,44.98
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Nganglam,44978.91,44.98
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Wamrong,46195.1,46.2
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Trashigang,46644.74,46.64
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Trashiyangtse,47383.12,47.38
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Mongar,47611.26,47.61
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gyelposing,47727.82,47.73
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Kanglung,46678.12,46.68
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Pemagatshel,46121.06,46.12
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lhuntse,48194.85,48.19
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Jomotsangkha,43639.39,43.64
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Autsho,47870.52,47.87
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Doksum,46903.63,46.9
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Bhangtar,45554.19,45.55
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Rangjung,46874.59,46.87
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Samdrup Jongkhar,45439.45,45.44
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Nganglam,45439.45,45.44
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Wamrong,46784.66,46.78
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Trashigang,47127.34,47.13
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Trashiyangtse,47965.32,47.97
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Mongar,48153.47,48.15
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Gyelposing,48190.04,48.19
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Kanglung,47250.36,47.25
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Pemagatshel,46678.29,46.68
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Lhuntse,48703.2,48.7
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Jomotsangkha,44096.63,44.1
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Autsho,48360.48,48.36
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Doksum,47400.03,47.4
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Bhangtar,46002.01,46
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-01,Rangjung,47387.53,47.39
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Samdrup Jongkhar Gate,44931.75,44.93
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Nganglam Potonala,44976.67,44.98
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Wamrong,46147.59,46.15
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Trashigang,46597.52,46.6
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Trashiyangtse,47335.63,47.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Mongar,47563.88,47.56
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Gyelposing,47680.65,47.68
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Kanglung,46630.66,46.63
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Pemagatshel,46073.64,46.07
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Lhuntse,48147.56,48.15
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Jomotsangkha,44931.75,44.93
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Autsho,47823.28,47.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Doksum,46856.38,46.86
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Bhangtar,45507.06,45.51
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-06-01,Rangjung,46827.28,46.83
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Samdrup Jongkhar Gate,45362.78,45.36
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Nganglam Potonala,45407.81,45.41
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Wamrong,46707.19,46.71
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Trashigang,47050.54,47.05
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Trashiyangtse,47887.9,47.89
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Mongar,48076.3,48.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Gyelposing,48113.36,48.11
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Kanglung,47173,47.17
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Pemagatshel,46601.02,46.6
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Lhuntse,48626.23,48.63
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Jomotsangkha,45362.78,45.36
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Autsho,48283.63,48.28
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Doksum,47323.14,47.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Bhangtar,45925.42,45.93
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-06-01,Rangjung,47310.54,47.31
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Samdrup Jongkhar Gate,38163.1,38.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Nganglam Potonala,38208.03,38.21
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Wamrong,39328.65,39.33
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Trashigang,39820.27,39.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Trashiyangtse,40519.56,40.52
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Mongar,40763.39,40.76
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Gyelposing,40911.34,40.91
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-05-17,Kanglung,39818.47,39.82
