Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Dagana,70372.7,70.37
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Lhamoizingkha,71153.58,71.15
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Dangdung,71630.04,71.63
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Panbang,69733.15,69.73
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Tingtibi,69941.95,69.94
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gelephu Town,69708.61,69.71
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Sarpang,70090.23,70.09
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Dagapela,71557.92,71.56
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Tsirang,71098.95,71.1
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Zhemgang,74234.23,74.23
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Trongsa,73208.06,73.21
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Bumthang,73747.08,73.75
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Dagana,72089.59,72.09
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Lhamoizingkha,74218.21,74.22
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Dangdung,73245.67,73.25
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Panbang,71261.14,71.26
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Tingtibi,71516.23,71.52
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Samdrup Jongkhar,68942.37,68.94
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Wamrong,70336.62,70.34
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Trashigang,70638.65,70.64
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Trashiyangtse,71514.49,71.51
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Mongar,71687.43,71.69
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gyelposing,71693.6,71.69
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Kanglung,70795.74,70.8
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Pemagatshel,70217.96,70.22
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Lhuntse,72224.29,72.22
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Jomotsangkha,69777.05,69.78
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Autsho,71874.58,71.87
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Doksum,70916.58,70.92
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Bhangtar,69550.29,69.55
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Rangjung,70910.37,70.91
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Samdrup Jongkhar,70472.23,70.47
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Wamrong,72077.2,72.08
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Trashigang,72204.55,72.2
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Trashiyangtse,73243.06,73.24
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Mongar,73350.68,73.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Gyelposing,73226.21,73.23
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Kanglung,72508.04,72.51
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Pemagatshel,71905.73,71.91
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Lhuntse,73832.23,73.83
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Jomotsangkha,71308.95,71.31
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Autsho,73452.49,73.45
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Doksum,72505,72.5
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Bhangtar,71080.15,71.08
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-16,Rangjung,72525.82,72.53
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Lobesa,72248.11,72.25
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing,70180.31,70.18
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Rinchending,70260.77,70.26
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Pasakha,70314.41,70.31
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Chimakothi,71640.96,71.64
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Chubachu,72100.96,72.1
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Paro Shaba,72097.81,72.1
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Haa,72841.66,72.84
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Wangdue Zero Point,72337.51,72.34
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Beychu,72561.01,72.56
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Samtse Checkpost,69726.65,69.73
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Sipsoo,71333.89,71.33
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Pagli,69786.23,69.79
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gedu,71231.86,71.23
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Mitsina,72248.11,72.25
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Khuruthang,72314.41,72.31
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gasa,73624.44,73.62
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dorokha,71009.15,71.01
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Langdru (Khasadrapchu),71948.98,71.95
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Chanzamtok,72100.96,72.1
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gomtu Phuentshopelri,69786.23,69.79
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Motithang,72100.96,72.1
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Lungtenzampa,72100.96,72.1
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Olakha,72100.96,72.1
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Samtse Town,69726.65,69.73
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Langlitsawa,72561.01,72.56
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gomtu,69786.23,69.79
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing Truck Parking,70180.31,70.18
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing Dungkhag Office,70180.31,70.18
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing Near MDP,70180.31,70.18
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Lobesa,75425.18,75.43
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing,73229.19,73.23
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Rinchending,73309.65,73.31
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Pasakha,73363.29,73.36
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Chimakothi,74961.24,74.96
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Chubachu,75403.21,75.4
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Paro Shaba,75422.47,75.42
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Haa,76266.35,76.27
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Wangdue Zero Point,75514.58,75.51
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Beychu,75738.08,75.74
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Samtse Checkpost,72774.42,72.77
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Sipsoo,74413.11,74.41
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Pagli,72834.15,72.83
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gedu,74557.06,74.56
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Mitsina,75425.18,75.43
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Khuruthang,75485.19,75.49
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gasa,77027.54,77.03
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Dorokha,74187.85,74.19
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Langdru (Khasadrapchu),75251.23,75.25
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Chanzamtok,75403.21,75.4
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gomtu Phuentshopelri,72834.15,72.83
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Motithang,75403.21,75.4
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Lungtenzampa,75403.21,75.4
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Olakha,75403.21,75.4
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Samtse Town,72774.42,72.77
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Langlitsawa,75738.08,75.74
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gomtu,72834.15,72.83
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing Truck Parking,73229.19,73.23
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing Dungkhag Office,73229.19,73.23
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Phuentsholing Near MDP,73229.19,73.23
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Forest Checkpost,68180.62,68.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Sarpang,68526.84,68.53
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dagapela,69878.91,69.88
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Tsirang,69399.89,69.4
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Zhemgang,70098.58,70.1
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Trongsa,71067,71.07
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Bumthang,71929.67,71.93
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dagana,70372.7,70.37
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Lhamoizingkha,69187.88,69.19
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dangdung,71630.04,71.63
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Panbang,69733.15,69.73
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Tingtibi,69365.25,69.37
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Gate,68180.62,68.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Town,68180.62,68.18
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Nganglam,68553.09,68.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Samdrup Jongkhar Gate,68942.37,68.94
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Nganglam Potonala,68553.09,68.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Wamrong,70336.62,70.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Trashigang,70638.65,70.64
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Trashiyangtse,71514.49,71.51
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Mongar,71687.43,71.69
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gyelposing,71693.6,71.69
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Kanglung,70795.74,70.8
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Pemagatshel,70217.96,70.22
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Lhuntse,72224.29,72.22
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Jomotsangkha,68942.37,68.94
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Autsho,71874.58,71.87
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Doksum,70916.58,70.92
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Bhangtar,69550.29,69.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Rangjung,70910.37,70.91
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Samdrup Jongkhar Upper Town,68942.37,68.94
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Phuentsholing,92794.45,92.79
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Rinchending,92874.91,92.87
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Pasakha,92928.55,92.93
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Chimakothi,94765.94,94.77
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Lungtenzampa,95191.99,95.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Paro Town,95231.02,95.23
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Haa,96163.16,96.16
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Bajo Town,95192.93,95.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Beychu,95505.83,95.51
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Samtse Town,92297.37,92.3
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Sipsoo,94028.45,94.03
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gomtu,92355.85,92.36
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gedu,94366.1,94.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Khuruthang,95157.99,95.16
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gasa,96905.3,96.91
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Motithang,95191.99,95.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Olakha,95191.99,95.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Paro NIE Bridge,95231.02,95.23
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Langlitsawa,95461.13,95.46
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Wangdue Zero Point,95192.93,95.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Phuentsholing Main gate,92794.45,92.79
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Nganglam,70081.99,70.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Samdrup Jongkhar Gate,70472.23,70.47
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Nganglam Potonala,70081.99,70.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Wamrong,72077.2,72.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Trashigang,72204.55,72.2
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Trashiyangtse,73243.06,73.24
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Mongar,73350.68,73.35
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gyelposing,73226.21,73.23
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Kanglung,72508.04,72.51
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Pemagatshel,71905.73,71.91
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Lhuntse,73832.23,73.83
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Jomotsangkha,70472.23,70.47
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Autsho,73452.49,73.45
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Doksum,72505,72.5
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Bhangtar,71080.15,71.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Rangjung,72525.82,72.53
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Samdrup Jongkhar Upper Town,70472.23,70.47
Western Region,HSD (in KL),Hindustan Petroleum Corporation Limited,2021-09-16,Ramtokto,72002.62,72
Western Region,MS (in KL),Hindustan Petroleum Corporation Limited,2021-09-16,Ramtokto,75304.87,75.3
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Forest Checkpost,69708.61,69.71
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Sarpang,70090.23,70.09
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Dagapela,71557.92,71.56
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Tsirang,71098.95,71.1
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Zhemgang,71820.43,71.82
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Trongsa,72778.94,72.78
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Bumthang,73747.08,73.75
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Dagana,72089.59,72.09
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Lhamoizingkha,70718.35,70.72
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Dangdung,73245.67,73.25
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Panbang,71261.14,71.26
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Tingtibi,70939.53,70.94
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Gate,69708.61,69.71
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Town,69708.61,69.71
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-02,Gelephu Town,66174.58,66.17
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-02,Sarpang,66518.26,66.52
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-02,Dagapela,67862.07,67.86
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-02,Tsirang,67381.61,67.38
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-09-02,Zhemgang,70492.48,70.49
